Type,Field,Genotype,Block,Length,Width,Area,Weight
Triticum aestivum,Field_1,CV_1,II,5.09,2.67,10.23,21.62
Triticum aestivum,Field_1,CV_1,II,6.76,3.83,20.12,52.91
Triticum aestivum,Field_1,CV_1,II,6.2,3.69,17.43,43.76
Triticum aestivum,Field_1,CV_1,II,6.06,3.26,14.74,35.06
Triticum aestivum,Field_1,CV_1,II,5.78,3.06,12.98,29.63
Triticum aestivum,Field_1,CV_1,II,6.24,3.42,16.93,42.09
Triticum aestivum,Field_1,CV_1,II,6.24,3.34,16.49,40.67
Triticum aestivum,Field_1,CV_1,II,5.17,2.91,11.08,24.02
Triticum aestivum,Field_1,CV_1,II,6.61,4.11,20.16,53.03
Triticum aestivum,Field_1,CV_1,II,6.57,3.99,20.5,54.23
Triticum aestivum,Field_1,CV_1,II,6.34,3.49,17.54,44.11
Triticum aestivum,Field_1,CV_1,II,6.16,3.6,16.43,40.47
Triticum aestivum,Field_1,CV_1,II,7.27,4.01,22.99,63.1
Triticum aestivum,Field_1,CV_1,II,6.57,3.63,17.93,45.41
Triticum aestivum,Field_1,CV_1,II,6.19,3.84,18.46,47.2
Triticum aestivum,Field_1,CV_1,II,5.73,3.16,13.25,30.46
Triticum aestivum,Field_1,CV_1,II,6.7,3.61,19.13,49.49
Triticum aestivum,Field_1,CV_1,II,6.76,3.94,20.12,52.91
Triticum aestivum,Field_1,CV_1,II,7.19,3.88,20.75,55.1
Triticum aestivum,Field_1,CV_1,II,6.5,3.62,17.84,45.12
Triticum aestivum,Field_1,CV_1,II,6.31,3.53,16.98,42.27
Triticum aestivum,Field_1,CV_1,II,5.73,2.87,11.88,26.36
Triticum aestivum,Field_1,CV_1,II,7.15,3.75,19.5,50.76
Triticum aestivum,Field_1,CV_1,II,6.69,3.63,18.28,46.6
Triticum aestivum,Field_1,CV_1,II,6.32,3.78,18.18,46.24
Triticum aestivum,Field_1,CV_1,II,6.39,3.54,17.5,43.99
Triticum aestivum,Field_1,CV_1,II,5.78,3.19,13.48,31.16
Triticum aestivum,Field_1,CV_1,II,6.9,3.79,20.1,52.81
Triticum aestivum,Field_1,CV_1,II,5.33,2.8,10.99,23.77
Triticum aestivum,Field_1,CV_1,II,6.19,3.48,16.25,39.9
Triticum aestivum,Field_1,CV_1,II,6.45,3.88,19.19,49.7
Triticum aestivum,Field_1,CV_1,II,6.15,3.77,16.08,39.32
Triticum aestivum,Field_1,CV_1,II,6.15,3.72,17.55,44.14
Triticum aestivum,Field_1,CV_1,II,6.24,3.47,17.08,42.59
Triticum aestivum,Field_1,CV_1,II,5.25,2.87,11.31,24.69
Triticum aestivum,Field_1,CV_1,II,6.92,3.75,20.42,53.95
Triticum aestivum,Field_1,CV_1,II,5.24,2.87,11.1,24.1
Triticum aestivum,Field_1,CV_1,II,6.83,3.55,18.39,46.96
Triticum aestivum,Field_1,CV_1,II,7.29,4.1,23.13,63.61
Triticum aestivum,Field_1,CV_1,II,5.96,3.2,14.31,33.7
Triticum aestivum,Field_1,CV_1,II,5.84,3.22,13.9,32.44
Triticum aestivum,Field_1,CV_1,II,6.41,3.58,17.5,43.99
Triticum aestivum,Field_1,CV_1,II,6.21,3.15,14.61,34.64
Triticum aestivum,Field_1,CV_1,II,5.81,2.95,12.46,28.06
Triticum aestivum,Field_1,CV_1,II,6.87,3.95,20.78,55.2
Triticum aestivum,Field_1,CV_1,II,6.55,3.71,17.75,44.82
Triticum aestivum,Field_1,CV_1,II,6.42,4.11,20.58,54.48
Triticum aestivum,Field_1,CV_1,II,6.57,3.84,19.04,49.19
Triticum aestivum,Field_1,CV_1,II,6.08,3.3,15.36,37.02
Triticum aestivum,Field_1,CV_1,II,6.07,3.24,15.35,36.99
Triticum aestivum,Field_1,CV_1,II,6.51,3.66,18.74,48.16
Triticum aestivum,Field_1,CV_1,II,6.67,3.69,20.0,52.48
Triticum aestivum,Field_1,CV_1,II,5.87,3.43,14.95,35.73
Triticum aestivum,Field_1,CV_1,II,6.23,4.0,19.46,50.61
Triticum aestivum,Field_1,CV_1,II,6.54,3.57,17.99,45.62
Triticum aestivum,Field_1,CV_1,II,6.49,3.53,17.71,44.67
Triticum aestivum,Field_1,CV_1,II,6.13,3.17,14.69,34.89
Triticum aestivum,Field_1,CV_1,II,5.84,3.48,15.15,36.34
Triticum aestivum,Field_1,CV_1,II,6.68,3.08,16.19,39.69
Triticum aestivum,Field_1,CV_1,II,5.36,3.07,12.2,27.3
Triticum aestivum,Field_1,CV_1,II,6.55,3.78,19.38,50.34
Triticum aestivum,Field_1,CV_1,II,6.32,3.54,17.17,42.88
Triticum aestivum,Field_1,CV_1,II,6.08,3.35,15.29,36.79
Triticum aestivum,Field_1,CV_1,II,6.15,3.46,16.41,40.41
Triticum aestivum,Field_1,CV_1,II,6.13,3.49,16.06,39.26
Triticum aestivum,Field_1,CV_1,II,6.4,3.74,17.72,44.7
Triticum aestivum,Field_1,CV_1,II,6.82,4.05,20.66,54.76
Triticum aestivum,Field_1,CV_1,II,5.27,3.07,12.08,26.96
Triticum aestivum,Field_1,CV_1,II,6.38,3.55,17.27,43.23
Triticum aestivum,Field_1,CV_1,II,5.81,3.28,13.95,32.6
Triticum aestivum,Field_1,CV_1,II,6.33,3.27,15.9,38.75
Triticum aestivum,Field_1,CV_1,II,6.39,3.38,17.02,42.38
Triticum aestivum,Field_1,CV_1,II,6.31,3.24,15.97,38.98
Triticum aestivum,Field_1,CV_1,II,6.39,3.4,16.84,41.8
Triticum aestivum,Field_1,CV_1,II,5.43,2.77,11.31,24.69
Triticum aestivum,Field_1,CV_1,II,5.56,2.85,11.76,26.0
Triticum aestivum,Field_1,CV_1,II,6.84,3.99,21.75,58.64
Triticum aestivum,Field_1,CV_1,II,6.69,3.86,20.66,54.76
Triticum aestivum,Field_1,CV_1,II,5.96,3.38,15.57,37.7
Triticum aestivum,Field_1,CV_1,II,6.57,3.57,18.12,46.07
Triticum aestivum,Field_1,CV_1,II,6.62,4.02,20.41,53.89
Triticum aestivum,Field_1,CV_1,II,6.71,3.72,19.28,50.0
Triticum aestivum,Field_1,CV_1,II,7.03,3.85,20.6,54.57
Triticum aestivum,Field_1,CV_1,II,6.89,4.06,21.68,58.39
Triticum aestivum,Field_1,CV_1,II,6.07,3.06,13.67,31.73
Triticum aestivum,Field_1,CV_1,II,6.9,3.96,21.59,58.07
Triticum aestivum,Field_1,CV_1,II,6.46,3.6,18.19,46.3
Triticum aestivum,Field_1,CV_1,II,6.72,3.63,18.37,46.9
Triticum aestivum,Field_1,CV_1,II,6.63,3.64,18.11,46.01
Triticum aestivum,Field_1,CV_1,II,6.71,4.04,20.72,54.98
Triticum aestivum,Field_1,CV_1,II,6.57,3.83,20.05,52.66
Triticum aestivum,Field_1,CV_1,II,6.07,3.41,16.1,39.41
Triticum aestivum,Field_1,CV_1,II,5.49,2.82,11.73,25.92
Triticum aestivum,Field_1,CV_1,II,6.19,3.35,16.15,39.55
Triticum aestivum,Field_1,CV_1,II,5.91,3.48,16.26,39.92
Triticum aestivum,Field_1,CV_1,II,6.57,3.72,19.02,49.09
Triticum aestivum,Field_1,CV_1,II,6.5,3.5,17.58,44.26
Triticum aestivum,Field_1,CV_1,II,6.47,3.89,19.37,50.31
Triticum aestivum,Field_1,CV_1,II,6.39,3.45,16.63,41.11
Triticum aestivum,Field_1,CV_1,II,5.48,3.0,12.18,27.25
Triticum aestivum,Field_1,CV_1,II,6.59,3.82,18.97,48.94
Triticum aestivum,Field_1,CV_1,II,5.69,2.98,12.72,28.86
Triticum aestivum,Field_1,CV_1,II,6.72,4.07,20.65,54.73
Triticum aestivum,Field_1,CV_1,II,5.89,3.92,17.94,45.44
Triticum aestivum,Field_1,CV_1,II,6.96,4.2,21.2,56.66
Triticum aestivum,Field_1,CV_1,II,6.11,3.52,16.67,41.25
Triticum aestivum,Field_1,CV_1,II,6.28,3.33,15.1,36.18
Triticum aestivum,Field_1,CV_1,II,6.31,3.21,15.07,36.09
Triticum aestivum,Field_1,CV_1,II,6.27,3.48,16.61,41.05
Triticum aestivum,Field_1,CV_1,II,6.02,3.68,17.25,43.14
Triticum aestivum,Field_1,CV_1,II,6.84,4.01,20.81,55.32
Triticum aestivum,Field_1,CV_1,II,6.84,3.62,19.34,50.19
Triticum aestivum,Field_1,CV_1,II,6.57,3.67,18.79,48.31
Triticum aestivum,Field_1,CV_1,II,6.61,3.44,17.59,44.29
Triticum aestivum,Field_1,CV_1,II,6.25,3.33,15.79,38.38
Triticum aestivum,Field_1,CV_1,II,6.55,3.93,19.74,51.59
Triticum aestivum,Field_1,CV_1,II,6.81,3.54,18.78,48.28
Triticum aestivum,Field_1,CV_1,II,6.45,3.48,17.54,44.11
Triticum aestivum,Field_1,CV_1,II,5.14,2.77,10.34,21.94
Triticum aestivum,Field_1,CV_1,II,6.13,3.52,16.07,39.29
Triticum aestivum,Field_1,CV_1,II,6.42,3.59,18.08,45.92
Triticum aestivum,Field_1,CV_1,II,6.57,3.73,18.74,48.16
Triticum aestivum,Field_1,CV_1,II,6.71,3.9,20.22,53.24
Triticum aestivum,Field_1,CV_1,II,6.7,3.59,19.03,49.15
Triticum aestivum,Field_1,CV_1,II,6.55,3.28,16.23,39.81
Triticum aestivum,Field_1,CV_1,II,5.65,3.07,13.06,29.87
Triticum aestivum,Field_1,CV_1,II,5.51,3.09,12.49,28.17
Triticum aestivum,Field_1,CV_1,II,6.55,3.5,17.66,44.53
Triticum aestivum,Field_1,CV_1,II,6.49,3.77,17.73,44.76
Triticum aestivum,Field_1,CV_1,II,5.03,2.54,9.54,19.73
Triticum aestivum,Field_1,CV_1,II,6.26,3.13,13.77,32.03
Triticum aestivum,Field_1,CV_1,II,5.87,3.43,15.33,36.94
Triticum aestivum,Field_1,CV_1,II,6.01,3.33,15.55,37.61
Triticum aestivum,Field_1,CV_1,II,6.67,3.75,19.59,51.07
Triticum aestivum,Field_1,CV_1,II,6.21,3.7,17.8,45.0
Triticum aestivum,Field_1,CV_1,II,6.64,3.85,19.24,49.85
Triticum aestivum,Field_1,CV_1,II,6.53,3.55,17.58,44.26
Triticum aestivum,Field_1,CV_1,II,6.53,3.73,18.62,47.74
Triticum aestivum,Field_1,CV_1,II,6.61,4.06,20.83,55.38
Triticum aestivum,Field_1,CV_1,II,6.11,3.39,16.07,39.29
Triticum aestivum,Field_1,CV_1,II,6.71,3.83,19.57,50.98
Triticum aestivum,Field_1,CV_1,II,5.88,3.34,15.52,37.53
Triticum aestivum,Field_1,CV_1,II,5.48,2.91,12.26,27.48
Triticum aestivum,Field_1,CV_1,II,6.75,3.9,20.24,53.31
Triticum aestivum,Field_1,CV_1,II,6.08,3.46,15.06,36.06
Triticum aestivum,Field_1,CV_1,II,6.75,3.93,20.42,53.92
Triticum aestivum,Field_1,CV_1,II,6.16,3.59,17.23,43.09
Triticum aestivum,Field_1,CV_1,II,6.42,3.31,16.0,39.06
Triticum aestivum,Field_1,CV_1,II,5.72,3.15,13.59,31.49
Triticum aestivum,Field_1,CV_1,II,6.42,4.25,20.47,54.11
Triticum aestivum,Field_1,CV_1,II,5.18,3.39,13.3,30.59
Triticum aestivum,Field_1,CV_1,II,6.8,3.61,18.81,48.4
Triticum aestivum,Field_1,CV_1,II,5.2,2.56,10.05,21.12
Triticum aestivum,Field_1,CV_1,II,6.44,3.35,16.23,39.81
Triticum aestivum,Field_1,CV_1,II,6.21,3.55,17.26,43.2
Triticum aestivum,Field_1,CV_1,II,6.68,3.88,19.33,50.15
Triticum aestivum,Field_1,CV_1,II,6.55,3.93,19.81,51.8
Triticum aestivum,Field_1,CV_1,II,6.09,3.61,16.83,41.77
Triticum aestivum,Field_1,CV_1,II,6.53,3.58,17.71,44.67
Triticum aestivum,Field_1,CV_1,II,6.0,3.37,15.71,38.15
Triticum aestivum,Field_1,CV_1,II,6.34,3.38,16.14,39.52
Triticum aestivum,Field_1,CV_1,II,6.13,3.5,16.25,39.9
Triticum aestivum,Field_1,CV_1,II,6.42,3.37,16.68,41.28
Triticum aestivum,Field_1,CV_1,II,6.5,3.38,16.71,41.37
Triticum aestivum,Field_1,CV_1,II,6.45,3.57,18.18,46.27
Triticum aestivum,Field_1,CV_1,II,6.8,3.88,19.95,52.29
Triticum aestivum,Field_1,CV_1,II,5.4,2.77,11.12,24.15
Triticum aestivum,Field_1,CV_1,II,5.98,3.53,15.59,37.76
Triticum aestivum,Field_1,CV_1,II,6.53,4.14,19.53,50.85
Triticum aestivum,Field_1,CV_1,II,6.31,3.41,16.34,40.18
Triticum aestivum,Field_1,CV_1,II,6.2,3.26,15.78,38.35
Triticum aestivum,Field_1,CV_1,II,6.39,3.31,15.47,37.36
Triticum aestivum,Field_1,CV_1,II,6.43,3.68,18.18,46.24
Triticum aestivum,Field_1,CV_1,II,6.36,3.48,15.71,38.15
Triticum aestivum,Field_1,CV_1,II,6.79,3.79,20.16,53.03
Triticum aestivum,Field_1,CV_1,II,7.04,3.99,21.04,56.13
Triticum aestivum,Field_1,CV_1,II,5.8,3.91,16.39,40.33
Triticum aestivum,Field_1,CV_1,II,7.03,4.08,21.69,58.42
Triticum aestivum,Field_1,CV_1,II,6.83,3.54,18.64,47.8
Triticum aestivum,Field_1,CV_1,II,6.14,3.37,15.18,36.46
Triticum aestivum,Field_1,CV_1,II,6.45,3.49,17.34,43.44
Triticum aestivum,Field_1,CV_1,II,7.38,3.9,22.12,59.97
Triticum aestivum,Field_1,CV_1,II,5.68,3.47,14.28,33.62
Triticum aestivum,Field_1,CV_1,II,6.34,3.49,16.81,41.71
Triticum aestivum,Field_1,CV_1,II,5.8,3.54,15.64,37.9
Triticum aestivum,Field_1,CV_1,II,6.55,3.4,17.3,43.32
Triticum aestivum,Field_1,CV_1,II,6.73,3.89,20.5,54.23
Triticum aestivum,Field_1,CV_1,II,6.52,3.63,18.4,46.99
Triticum aestivum,Field_1,CV_1,II,7.02,4.11,22.51,61.37
Triticum aestivum,Field_1,CV_1,II,6.28,3.59,17.05,42.5
Triticum aestivum,Field_1,CV_1,II,6.59,4.08,20.73,55.04
Triticum aestivum,Field_1,CV_1,II,6.07,3.78,17.08,42.59
Triticum aestivum,Field_1,CV_1,II,6.37,3.63,17.1,42.68
Triticum aestivum,Field_1,CV_1,II,6.5,3.5,17.72,44.73
Triticum aestivum,Field_1,CV_1,II,6.92,3.48,18.67,47.92
Triticum aestivum,Field_1,CV_1,II,5.67,3.43,15.14,36.32
Triticum aestivum,Field_1,CV_1,II,6.82,3.64,18.92,48.76
Triticum aestivum,Field_1,CV_1,II,6.47,3.49,17.2,43.0
Triticum aestivum,Field_1,CV_1,II,5.13,2.53,9.61,19.93
Triticum aestivum,Field_1,CV_1,II,6.55,3.56,17.71,44.67
Triticum aestivum,Field_1,CV_1,II,6.73,4.06,21.38,57.32
Triticum aestivum,Field_1,CV_1,II,6.85,3.96,21.35,57.19
Triticum aestivum,Field_1,CV_1,II,6.31,3.46,16.83,41.77
Triticum aestivum,Field_1,CV_1,II,6.6,3.52,17.38,43.58
Triticum aestivum,Field_1,CV_1,II,5.0,2.26,8.53,17.02
Triticum aestivum,Field_1,CV_1,II,6.39,3.84,19.42,50.49
Triticum aestivum,Field_1,CV_1,II,6.49,3.61,18.08,45.92
Triticum aestivum,Field_1,CV_1,II,7.01,3.85,21.45,57.57
Triticum aestivum,Field_1,CV_1,II,6.0,3.34,15.48,37.42
Triticum aestivum,Field_1,CV_1,II,5.91,3.33,14.89,35.53
Triticum aestivum,Field_1,CV_1,II,6.02,3.59,16.48,40.62
Triticum aestivum,Field_1,CV_1,II,6.24,3.51,17.27,43.23
Triticum aestivum,Field_1,CV_1,II,6.13,3.36,15.48,37.39
Triticum aestivum,Field_1,CV_1,II,7.15,3.28,19.07,49.28
Triticum aestivum,Field_1,CV_1,II,7.11,3.9,21.35,57.22
Triticum aestivum,Field_1,CV_1,II,5.75,2.94,12.68,28.72
Triticum aestivum,Field_1,CV_1,II,7.11,4.01,22.51,61.37
Triticum aestivum,Field_1,CV_1,II,6.85,3.6,19.26,49.91
Triticum aestivum,Field_1,CV_1,II,6.9,3.9,20.51,54.26
Triticum aestivum,Field_1,CV_1,II,6.81,3.79,19.33,50.15
Triticum aestivum,Field_1,CV_1,II,6.67,3.79,20.29,53.49
Triticum aestivum,Field_1,CV_1,II,6.8,4.04,21.02,56.04
Triticum aestivum,Field_1,CV_1,II,6.5,4.31,20.96,55.82
Triticum aestivum,Field_1,CV_1,II,6.36,3.42,17.05,42.5
Triticum aestivum,Field_1,CV_1,II,6.8,3.86,19.94,52.26
Triticum aestivum,Field_1,CV_1,II,6.29,3.81,17.8,45.0
Triticum aestivum,Field_1,CV_1,II,5.65,3.31,14.48,34.25
Triticum aestivum,Field_1,CV_1,II,6.65,3.57,18.02,45.71
Triticum aestivum,Field_1,CV_1,II,6.53,4.23,21.46,57.6
Triticum aestivum,Field_1,CV_1,II,6.81,3.54,18.62,47.74
Triticum aestivum,Field_1,CV_1,II,6.57,3.85,19.76,51.65
Triticum aestivum,Field_1,CV_1,II,6.87,3.75,19.96,52.35
Triticum aestivum,Field_1,CV_1,II,5.69,3.31,14.01,32.77
Triticum aestivum,Field_1,CV_1,II,6.85,4.03,21.49,57.7
Triticum aestivum,Field_1,CV_1,II,7.24,3.84,22.12,59.97
Triticum aestivum,Field_1,CV_1,II,6.79,3.99,21.04,56.1
Triticum aestivum,Field_1,CV_1,II,6.76,3.82,20.35,53.68
Triticum aestivum,Field_1,CV_1,II,6.6,3.99,20.81,55.29
Triticum aestivum,Field_1,CV_1,II,6.61,4.01,19.57,51.01
Triticum aestivum,Field_1,CV_1,II,6.43,3.35,16.7,41.34
Triticum aestivum,Field_1,CV_1,II,6.9,3.84,20.84,55.41
Triticum aestivum,Field_1,CV_1,II,6.04,3.13,14.11,33.1
Triticum aestivum,Field_1,CV_1,II,6.2,3.52,17.14,42.79
Triticum aestivum,Field_1,CV_1,II,5.25,2.81,10.85,23.37
Triticum aestivum,Field_1,CV_1,II,6.65,3.6,16.99,42.3
Triticum aestivum,Field_1,CV_1,II,6.7,3.92,19.34,50.22
Triticum aestivum,Field_1,CV_1,II,6.43,4.07,19.9,52.14
Triticum aestivum,Field_1,CV_1,II,6.48,4.22,20.65,54.73
Triticum aestivum,Field_1,CV_1,II,7.31,4.34,23.74,65.81
Triticum aestivum,Field_1,CV_1,II,6.61,3.75,19.23,49.82
Triticum aestivum,Field_1,CV_1,II,6.11,3.52,16.25,39.9
Triticum aestivum,Field_1,CV_1,II,6.55,3.54,17.61,44.35
Triticum aestivum,Field_1,CV_1,II,6.26,3.86,16.49,40.64
Triticum aestivum,Field_1,CV_1,II,6.82,3.97,21.33,57.13
Triticum aestivum,Field_1,CV_1,II,6.61,4.34,21.9,59.18
Triticum aestivum,Field_1,CV_1,II,6.63,3.79,19.47,50.64
Triticum aestivum,Field_1,CV_1,II,7.18,3.65,20.48,54.14
Triticum aestivum,Field_1,CV_1,II,6.34,3.04,14.51,34.34
Triticum aestivum,Field_1,CV_1,II,6.76,3.67,18.26,46.54
Triticum aestivum,Field_1,CV_1,II,6.08,3.77,18.14,46.13
Triticum aestivum,Field_1,CV_1,II,6.11,3.28,15.4,37.16
Triticum aestivum,Field_1,CV_1,II,6.42,3.7,18.4,46.99
Triticum aestivum,Field_1,CV_1,II,6.15,3.69,16.7,41.34
Triticum aestivum,Field_1,CV_1,II,6.21,3.26,15.35,36.99
Triticum aestivum,Field_1,CV_1,II,6.53,3.92,20.63,54.67
Triticum aestivum,Field_1,CV_1,II,6.19,3.59,17.64,44.47
Triticum aestivum,Field_1,CV_1,II,6.24,3.69,17.41,43.67
Triticum aestivum,Field_1,CV_1,II,5.88,2.93,12.55,28.33
Triticum aestivum,Field_1,CV_1,II,6.26,3.69,17.6,44.32
Triticum aestivum,Field_1,CV_1,II,6.48,3.57,17.92,45.38
Triticum aestivum,Field_1,CV_1,II,6.53,3.82,19.44,50.55
Triticum aestivum,Field_1,CV_1,II,6.11,3.42,16.31,40.07
Triticum aestivum,Field_1,CV_1,II,6.44,4.27,21.73,58.55
Triticum aestivum,Field_1,CV_1,II,7.17,3.49,18.58,47.62
Triticum aestivum,Field_1,CV_1,II,6.57,4.02,20.15,53.0
Triticum aestivum,Field_1,CV_1,II,6.7,4.08,21.44,57.54
Triticum aestivum,Field_1,CV_1,II,6.57,3.94,20.45,54.05
Triticum aestivum,Field_1,CV_1,II,7.02,3.63,20.19,53.15
Triticum aestivum,Field_1,CV_1,II,5.48,3.39,13.45,31.05
Triticum aestivum,Field_1,CV_1,II,6.69,3.52,18.03,45.74
Triticum aestivum,Field_1,CV_1,II,6.02,3.26,15.63,37.87
Triticum aestivum,Field_1,CV_1,II,5.91,3.67,16.95,42.18
Triticum aestivum,Field_1,CV_1,II,6.53,3.25,15.88,38.69
Triticum aestivum,Field_1,CV_1,II,6.23,3.55,17.49,43.94
Triticum aestivum,Field_1,CV_1,II,6.82,4.14,22.12,59.94
Triticum aestivum,Field_1,CV_1,II,4.1,2.35,7.04,13.19
Triticum aestivum,Field_1,CV_1,II,6.96,4.1,21.95,59.34
Triticum aestivum,Field_1,CV_1,II,7.0,3.95,20.96,55.82
Triticum aestivum,Field_1,CV_1,II,6.49,3.64,18.07,45.89
Triticum aestivum,Field_1,CV_1,II,6.39,3.57,17.71,44.67
Triticum aestivum,Field_1,CV_1,II,7.13,4.01,22.54,61.46
Triticum aestivum,Field_1,CV_1,II,6.89,3.92,21.33,57.13
Triticum aestivum,Field_1,CV_1,II,6.5,3.81,19.09,49.34
Triticum aestivum,Field_1,CV_1,II,6.55,3.77,19.03,49.15
Triticum aestivum,Field_1,CV_1,II,6.11,3.42,16.17,39.61
Triticum aestivum,Field_1,CV_1,II,6.91,4.24,23.27,64.1
Triticum aestivum,Field_1,CV_1,II,6.26,3.54,17.58,44.26
Triticum aestivum,Field_1,CV_1,II,6.44,3.51,17.25,43.14
Triticum aestivum,Field_1,CV_1,II,6.19,3.39,15.63,37.87
Triticum aestivum,Field_1,CV_1,II,6.82,3.35,17.64,44.47
Triticum aestivum,Field_1,CV_1,II,6.27,3.25,15.57,37.7
Triticum aestivum,Field_1,CV_1,II,6.94,4.02,22.08,59.81
Triticum aestivum,Field_1,CV_1,II,6.8,3.84,19.99,52.45
Triticum aestivum,Field_1,CV_1,II,7.0,4.03,22.36,60.83
Triticum aestivum,Field_1,CV_1,II,6.19,3.95,18.12,46.07
Triticum aestivum,Field_1,CV_1,II,5.8,3.54,14.78,35.17
Triticum aestivum,Field_1,CV_1,II,5.96,3.74,16.64,41.16
Triticum aestivum,Field_1,CV_1,II,6.79,3.65,19.6,51.1
Triticum aestivum,Field_1,CV_1,II,6.23,3.11,14.58,34.56
Triticum aestivum,Field_1,CV_1,II,6.01,3.82,18.04,45.8
Triticum aestivum,Field_1,CV_1,II,5.91,3.35,15.49,37.44
Triticum aestivum,Field_1,CV_1,II,7.0,3.79,20.69,54.88
Triticum aestivum,Field_1,CV_1,II,6.92,4.24,23.75,65.87
Triticum aestivum,Field_1,CV_1,II,6.57,3.7,18.45,47.17
Triticum aestivum,Field_1,CV_1,II,6.37,3.46,17.22,43.06
Triticum aestivum,Field_1,CV_1,II,5.78,3.42,14.94,35.7
Triticum aestivum,Field_1,CV_1,II,6.17,3.62,17.07,42.56
Triticum aestivum,Field_1,CV_1,II,6.5,3.5,17.39,43.61
Triticum aestivum,Field_1,CV_1,II,6.21,3.93,18.59,47.65
Triticum aestivum,Field_1,CV_1,II,6.24,3.86,18.69,47.98
Triticum aestivum,Field_1,CV_1,II,6.64,3.47,18.02,45.71
Triticum aestivum,Field_1,CV_1,II,6.53,4.01,19.9,52.14
Triticum aestivum,Field_1,CV_1,II,6.11,3.69,17.57,44.23
Triticum aestivum,Field_1,CV_1,II,6.37,3.78,18.96,48.91
Triticum aestivum,Field_1,CV_1,II,6.03,3.44,16.06,39.26
Triticum aestivum,Field_1,CV_1,II,6.33,3.56,17.7,44.64
Triticum aestivum,Field_1,CV_1,II,6.79,3.58,19.44,50.55
Triticum aestivum,Field_1,CV_1,II,6.88,3.82,20.16,53.03
Triticum aestivum,Field_1,CV_1,II,6.67,3.65,18.88,48.64
Triticum aestivum,Field_1,CV_1,II,6.46,3.49,16.98,42.27
Triticum aestivum,Field_1,CV_1,II,5.78,3.2,13.9,32.44
Triticum aestivum,Field_1,CV_1,II,6.11,3.75,18.49,47.29
Triticum aestivum,Field_1,CV_1,II,6.45,2.94,14.47,34.2
Triticum aestivum,Field_1,CV_1,II,6.55,3.86,19.33,50.15
Triticum aestivum,Field_1,CV_1,II,6.2,3.66,17.28,43.26
Triticum aestivum,Field_1,CV_1,II,6.71,3.47,18.1,45.98
Triticum aestivum,Field_1,CV_1,II,6.34,3.91,18.69,47.98
Triticum aestivum,Field_1,CV_1,II,6.85,3.76,20.0,52.48
Triticum aestivum,Field_1,CV_1,II,6.45,3.6,18.42,47.08
Triticum aestivum,Field_1,CV_1,II,6.2,3.72,17.4,43.64
Triticum aestivum,Field_1,CV_1,II,6.55,3.94,20.42,53.92
Triticum aestivum,Field_1,CV_1,II,6.44,3.41,16.95,42.18
Triticum aestivum,Field_1,CV_1,II,6.49,3.45,17.49,43.94
Triticum aestivum,Field_1,CV_1,II,5.78,3.25,14.66,34.81
Triticum aestivum,Field_1,CV_1,II,5.85,3.91,17.58,44.26
Triticum aestivum,Field_1,CV_1,II,6.62,3.74,18.29,46.63
Triticum aestivum,Field_1,CV_1,II,6.13,3.87,18.06,45.86
Triticum aestivum,Field_1,CV_1,II,6.2,3.93,18.47,47.23
Triticum aestivum,Field_1,CV_1,II,5.73,3.04,12.86,29.26
Triticum aestivum,Field_1,CV_1,II,6.82,3.87,20.49,54.17
Triticum aestivum,Field_1,CV_1,II,6.57,3.65,18.23,46.42
Triticum aestivum,Field_1,CV_1,II,6.07,3.72,17.1,42.65
Triticum aestivum,Field_1,CV_1,II,6.29,3.73,18.63,47.77
Triticum aestivum,Field_1,CV_1,II,6.13,3.96,17.9,45.32
Triticum aestivum,Field_1,CV_1,II,6.73,3.75,19.29,50.03
Triticum aestivum,Field_1,CV_1,II,7.12,3.87,21.75,58.64
Triticum aestivum,Field_1,CV_1,II,6.25,3.33,16.06,39.26
Triticum aestivum,Field_1,CV_1,II,6.37,3.62,18.2,46.33
Triticum aestivum,Field_1,CV_1,II,5.91,3.23,14.69,34.89
Triticum aestivum,Field_1,CV_1,II,7.05,4.16,21.45,57.57
Triticum aestivum,Field_1,CV_1,II,6.39,3.48,16.46,40.56
Triticum aestivum,Field_1,CV_1,II,6.42,3.61,17.28,43.26
Triticum aestivum,Field_1,CV_1,II,6.32,3.24,15.41,37.19
Triticum aestivum,Field_1,CV_1,II,6.87,3.98,21.59,58.07
Triticum aestivum,Field_1,CV_1,II,6.11,3.44,16.02,39.15
Triticum aestivum,Field_1,CV_1,II,6.5,3.23,15.64,37.9
Triticum aestivum,Field_1,CV_1,II,6.38,3.57,17.67,44.55
Triticum aestivum,Field_1,CV_1,II,6.72,4.1,22.05,59.68
Triticum aestivum,Field_1,CV_1,II,5.68,3.0,13.25,30.46
Triticum aestivum,Field_1,CV_1,II,6.34,3.71,17.67,44.55
Triticum aestivum,Field_1,CV_1,II,6.31,3.53,16.95,42.18
Triticum aestivum,Field_1,CV_1,II,6.16,3.29,15.53,37.56
Triticum aestivum,Field_1,CV_1,II,6.2,3.73,18.06,45.86
Triticum aestivum,Field_1,CV_1,II,6.53,3.75,19.11,49.43
Triticum aestivum,Field_1,CV_1,II,5.96,3.53,15.17,36.43
Triticum aestivum,Field_1,CV_1,II,6.48,3.43,17.26,43.17
Triticum aestivum,Field_1,CV_1,II,7.17,4.18,22.72,62.1
